inst,fecha,count,min,avg,max
24,"2019-01-15 14:00:00",342,2.88539,8.3742120117,14.601486
1,"2019-01-15 14:00:00",190,2.996077,9.4584099,17.380046
1,"2019-01-15 15:00:00",320,3.022964,9.5228968625,18.320377
24,"2019-01-15 15:00:00",589,3.390992,8.4633100407,16.95954
24,"2019-01-15 16:00:00",380,2.795728,9.1125451474,19.875837
1,"2019-01-15 16:00:00",174,2.847164,9.226753408,19.455794
24,"2019-01-15 17:00:00",325,2.628794,9.0160708338,18.597302
1,"2019-01-15 17:00:00",287,2.989822,7.5015860732,16.588928
1,"2019-01-15 18:00:00",254,2.975113,8.1185169921,16.919307
24,"2019-01-15 18:00:00",341,2.545847,7.361350217,15.441178
1,"2019-01-15 19:00:00",275,2.099775,8.5194784509,14.584721
24,"2019-01-15 19:00:00",346,3.0469,8.2243621474,14.102354
1,"2019-01-15 20:00:00",236,3.205002,7.3754439576,15.382584
24,"2019-01-15 20:00:00",601,3.146344,6.7390569967,14.32778
24,"2019-01-15 21:00:00",39,3.868331,7.4531594359,12.416742
1,"2019-01-15 21:00:00",70,1.616596,8.8393487571,15.53317
1,"2019-01-16 01:00:00",40,11.775009,11.7880455,11.827155
24,"2019-01-16 01:00:00",10,6.845305,7.1526797,7.855974
24,"2019-01-16 07:00:00",581,3.796888,3.796888,3.796888
24,"2019-01-16 08:00:00",4,6.919464,7.9858275,11.184666
24,"2019-01-16 09:00:00",19,4.952354,8.0829036316,13.17497
1,"2019-01-16 09:00:00",1,9.46085,9.46085,9.46085
24,"2019-01-16 10:00:00",405,1.900192,5.2148247111,12.457454
1,"2019-01-16 10:00:00",123,2.964946,6.5878131138,11.286722
1,"2019-01-16 11:00:00",258,1.091167,6.0234781977,14.983565
24,"2019-01-16 11:00:00",333,2.026154,6.0392800541,12.562441
1,"2019-01-16 12:00:00",307,2.616753,7.6094866156,20.642491
24,"2019-01-16 12:00:00",500,2.399024,8.171201142,17.425159
24,"2019-01-16 13:00:00",513,2.354645,9.193738768,18.364286
1,"2019-01-16 13:00:00",305,3.367862,10.514895259,18.106106
24,"2019-01-16 14:00:00",537,3.428744,9.4536864376,18.112563
1,"2019-01-16 14:00:00",215,3.637372,8.9299920791,16.125746
24,"2019-01-16 15:00:00",675,1.739517,8.8953076711,19.275203
1,"2019-01-16 15:00:00",434,3.331044,8.5479814263,17.450742
1,"2019-01-16 16:00:00",330,3.463849,8.9168864121,15.505082
24,"2019-01-16 16:00:00",821,2.66009,8.6205409245,18.604817
24,"2019-01-16 17:00:00",711,2.743662,10.2896538692,20.895289
1,"2019-01-16 17:00:00",363,3.045581,10.0407067796,18.587307
1,"2019-01-16 18:00:00",420,2.337667,9.991112119,23.802616
24,"2019-01-16 18:00:00",504,3.50913,10.0151771131,22.325362
1,"2019-01-16 19:00:00",413,3.069167,8.9579164286,15.99284
24,"2019-01-16 19:00:00",689,2.825699,9.0509579492,16.61319
1,"2019-01-16 20:00:00",356,3.009063,8.0005322556,20.182489
24,"2019-01-16 20:00:00",896,2.117742,8.8293625279,17.701044
24,"2019-01-16 21:00:00",65,2.85542,7.4792156308,13.485021
1,"2019-01-16 21:00:00",399,3.019479,7.1221432982,13.477098
24,"2019-01-17 01:00:00",1,15.642873,15.642873,15.642873
24,"2019-01-17 05:00:00",2825,1.993405,2.0007476963,2.009534
24,"2019-01-17 06:00:00",2492,4.119049,5.3581211605,11.118486
1,"2019-01-17 07:00:00",1068,5.313063,6.2182277753,7.848322
24,"2019-01-17 07:00:00",144,6.082763,8.2264201389,10.086342
1,"2019-01-17 08:00:00",130,5.342863,5.342863,5.342863
24,"2019-01-17 08:00:00",572,2.166345,7.9298122063,12.989044
1,"2019-01-17 09:00:00",539,5.588412,8.1071170056,12.269237
24,"2019-01-17 09:00:00",24,3.725645,6.1685124583,10.584888
1,"2019-01-17 10:00:00",349,3.224431,8.2626381318,18.589696
24,"2019-01-17 10:00:00",1376,3.523029,6.7466274622,16.075799
24,"2019-01-17 11:00:00",765,2.776528,11.1797958484,17.588416
1,"2019-01-17 11:00:00",261,3.724769,8.9520380728,15.378186
1,"2019-01-17 12:00:00",415,2.657348,7.4778975663,14.374145
24,"2019-01-17 12:00:00",525,2.035467,7.9926391067,15.775692
24,"2019-01-17 13:00:00",783,3.417805,9.10776447,18.784497
1,"2019-01-17 13:00:00",260,3.123818,10.0780020808,16.469422
1,"2019-01-17 14:00:00",203,3.632267,9.4676463547,44.871748
24,"2019-01-17 14:00:00",617,2.762042,8.8386481637,46.446742
1,"2019-01-17 15:00:00",246,1.953115,8.0532697398,15.820903
24,"2019-01-17 15:00:00",404,2.425349,7.5912014505,14.269934
1,"2019-01-17 16:00:00",308,2.350002,10.0968021364,15.896508
24,"2019-01-17 16:00:00",411,2.202533,8.0066246423,15.042678
1,"2019-01-17 17:00:00",241,2.97447,7.6665779004,17.291699
24,"2019-01-17 17:00:00",508,2.898328,7.5059980591,15.787277
24,"2019-01-17 18:00:00",638,2.702806,8.1268522633,16.022283
1,"2019-01-17 18:00:00",319,2.410759,8.9777375517,15.830824
24,"2019-01-17 19:00:00",508,2.763749,8.0643595374,15.527658
1,"2019-01-17 19:00:00",289,3.366104,8.0877661246,16.53402
1,"2019-01-17 20:00:00",393,2.297221,8.3253869924,15.152743
24,"2019-01-17 20:00:00",575,2.672594,10.7730695513,14.783247
1,"2019-01-17 21:00:00",82,1.921158,8.1005671707,14.109957
24,"2019-01-17 21:00:00",106,3.881498,8.4884229906,11.976354
24,"2019-01-17 22:00:00",2,8.742342,8.742342,8.742342
24,"2019-01-18 00:00:00",34,7.20852,7.20852,7.20852
1,"2019-01-18 01:00:00",12,7.162134,7.1621494167,7.162154
24,"2019-01-18 07:00:00",513,3.786976,4.5194368499,12.326323
24,"2019-01-18 08:00:00",350,3.976867,9.54185808,12.489465
1,"2019-01-18 08:00:00",116,8.631564,8.6317934138,8.640122
1,"2019-01-18 09:00:00",26,4.67873,5.9624246154,13.583286
24,"2019-01-18 09:00:00",2238,5.68688,9.6282085009,13.877267
24,"2019-01-18 10:00:00",590,1.889474,5.5068513576,17.866194
1,"2019-01-18 10:00:00",767,3.155435,7.5050801917,19.738853
24,"2019-01-18 11:00:00",690,1.704909,7.7947741043,14.512508
1,"2019-01-18 11:00:00",227,1.970966,7.5543505727,15.653722
24,"2019-01-18 12:00:00",418,2.480004,8.2470971866,17.824567
1,"2019-01-18 12:00:00",550,3.217715,8.1562938273,15.231517
1,"2019-01-18 13:00:00",315,2.893113,8.9774436254,15.338062
24,"2019-01-18 13:00:00",741,3.666534,9.3592273225,16.398851
1,"2019-01-18 14:00:00",424,2.717377,9.1268702877,17.289032
24,"2019-01-18 14:00:00",639,3.46372,9.7109295806,18.253147
24,"2019-01-18 15:00:00",603,2.588986,9.0431149138,17.328766
1,"2019-01-18 15:00:00",340,2.53792,9.3078841735,19.970485
1,"2019-01-18 16:00:00",324,2.369957,8.6571989167,15.163423
24,"2019-01-18 16:00:00",469,2.942263,7.5331347846,16.76279
1,"2019-01-18 17:00:00",307,3.671967,8.6834135277,20.607516
24,"2019-01-18 17:00:00",464,2.056518,8.842420653,15.440025
1,"2019-01-18 18:00:00",284,3.037995,8.5252831796,14.493509
24,"2019-01-18 18:00:00",672,2.324628,8.3458853467,15.538978
24,"2019-01-18 19:00:00",815,1.924533,7.4692651779,15.888107
1,"2019-01-18 19:00:00",370,1.884051,7.9218361162,15.000085
24,"2019-01-18 20:00:00",529,2.792381,7.9804649282,14.532619
1,"2019-01-18 20:00:00",329,2.894603,8.1352544802,15.208213
24,"2019-01-18 21:00:00",565,2.398355,7.8518786301,15.283796
1,"2019-01-18 21:00:00",74,2.389349,7.2468604459,13.96936
24,"2019-01-18 22:00:00",8,10.266226,10.266226,10.266226
24,"2019-01-19 01:00:00",8,5.985618,5.9856315,5.985654
1,"2019-01-19 01:00:00",24,3.85939,4.3606798333,4.860084
24,"2019-01-19 07:00:00",62,6.244448,10.3942259677,12.519722
24,"2019-01-19 08:00:00",26,2.65906,7.6973053462,13.682026
24,"2019-01-19 09:00:00",1682,3.69811,7.6296017889,12.524355
1,"2019-01-19 09:00:00",12,4.731019,8.489981,11.860102
24,"2019-01-19 10:00:00",470,3.045908,5.8168192213,11.807003
1,"2019-01-19 10:00:00",172,2.575935,8.297941593,13.997459
1,"2019-01-19 11:00:00",295,1.794951,6.0778026644,13.165228
24,"2019-01-19 11:00:00",403,2.016143,5.9699557047,11.247354
24,"2019-01-19 12:00:00",578,1.888577,6.5502997509,12.260846
1,"2019-01-19 12:00:00",294,1.856553,6.488709483,11.741286
24,"2019-01-19 13:00:00",1926,2.878286,6.5857020374,15.870044
1,"2019-01-19 13:00:00",385,2.254422,8.1288196649,16.271671
24,"2019-01-19 14:00:00",679,2.257982,8.5066444404,15.69261
1,"2019-01-19 14:00:00",288,3.745303,8.0762638889,16.651245
1,"2019-01-19 15:00:00",242,2.720145,8.8005752438,15.996965
24,"2019-01-19 15:00:00",574,2.213268,8.1872179425,16.951518
1,"2019-01-19 16:00:00",649,2.91226,9.4640608444,14.73097
24,"2019-01-19 16:00:00",1253,2.579559,6.401689901,17.549345
1,"2019-01-19 17:00:00",228,3.076447,8.404239,17.846002
24,"2019-01-19 17:00:00",910,1.272656,9.3886432626,15.176604
24,"2019-01-19 18:00:00",755,3.047596,7.5461934132,15.974189
1,"2019-01-19 18:00:00",389,2.419225,8.7636152853,15.131516
1,"2019-01-19 19:00:00",300,3.00722,8.21986689,15.627259
24,"2019-01-19 19:00:00",900,2.237562,7.8572388156,16.054989
1,"2019-01-19 20:00:00",294,1.701824,7.4384714252,13.931862
24,"2019-01-19 20:00:00",655,2.678705,7.8672495221,14.547816
24,"2019-01-19 21:00:00",166,2.461707,8.2989963735,13.716726
1,"2019-01-19 21:00:00",76,2.679335,7.6982755395,14.590383
1,"2019-01-20 00:00:00",71,9.804595,9.804595,9.804595
24,"2019-01-20 00:00:00",26,8.420993,8.420993,8.420993
24,"2019-01-21 05:00:00",2041,6.835695,6.8442430671,6.852947
24,"2019-01-21 06:00:00",5038,3.583661,6.6363522475,11.422065
1,"2019-01-21 06:00:00",1106,5.695945,5.699902396,5.703493
1,"2019-01-21 07:00:00",1794,1.863,1.8773788562,1.930953
24,"2019-01-21 07:00:00",629,2.417882,6.5754057774,9.458638
1,"2019-01-21 08:00:00",427,4.873503,4.8740019696,4.874563
24,"2019-01-21 08:00:00",36,3.680991,9.8025105556,14.001391
1,"2019-01-21 09:00:00",904,5.071826,5.1169655542,5.68156
24,"2019-01-21 09:00:00",795,2.840047,4.3001981723,70.856537
1,"2019-01-21 10:00:00",327,2.338667,8.5697348012,11.726899
24,"2019-01-21 10:00:00",1158,2.090238,5.4550169465,13.537475
1,"2019-01-21 11:00:00",653,2.820627,7.6805240107,17.707067
24,"2019-01-21 11:00:00",367,1.949665,7.1892923869,14.877817
24,"2019-01-21 12:00:00",520,3.092277,8.2362609404,19.860273
1,"2019-01-21 12:00:00",319,2.561989,7.2378388777,15.127612
1,"2019-01-21 13:00:00",290,2.885654,8.5820418241,16.664027
24,"2019-01-21 13:00:00",561,2.487924,7.986038656,15.88347
24,"2019-01-21 14:00:00",363,2.924698,8.4991094848,17.008578
1,"2019-01-21 14:00:00",151,2.501869,8.7431615298,16.328766
1,"2019-01-21 15:00:00",202,2.251801,8.2245737574,15.113831
24,"2019-01-21 15:00:00",403,2.913162,7.0314244417,14.518295
24,"2019-01-21 16:00:00",435,2.211986,8.6727591172,18.113836
1,"2019-01-21 16:00:00",242,3.203583,7.8658299463,12.753392
1,"2019-01-21 17:00:00",185,2.584742,8.474961,16.677965
24,"2019-01-21 17:00:00",468,1.756549,10.0173960192,17.069099
24,"2019-01-21 18:00:00",460,3.131572,7.5295760022,17.672308
1,"2019-01-21 18:00:00",280,2.935077,8.9669130429,15.390369
1,"2019-01-21 19:00:00",259,2.532539,9.3220449305,19.602907
24,"2019-01-21 19:00:00",480,2.517909,9.9154329125,18.412258
24,"2019-01-21 20:00:00",493,2.338397,7.5843578377,15.425257
1,"2019-01-21 20:00:00",350,2.533148,8.8521373314,14.598364
24,"2019-01-21 21:00:00",209,4.484784,7.4735584976,14.809401
1,"2019-01-21 21:00:00",30,3.835653,9.0455933,13.70882
24,"2019-01-22 01:00:00",8,11.363812,11.363812,11.363812
24,"2019-01-22 07:00:00",1121,6.723475,9.5757119848,11.855025
1,"2019-01-22 08:00:00",40,5.75721,10.992998525,14.75356
24,"2019-01-22 08:00:00",468,4.661968,6.8609962821,10.419092
1,"2019-01-22 09:00:00",272,2.84046,7.4880918676,11.739593
24,"2019-01-22 09:00:00",1652,4.170447,7.5473236156,14.021966
24,"2019-01-22 10:00:00",328,3.26948,6.5584608506,14.871782
1,"2019-01-22 10:00:00",129,2.932046,9.3653725891,16.697469
24,"2019-01-22 11:00:00",590,4.139033,8.0472888932,31.737148
1,"2019-01-22 11:00:00",439,2.188787,8.9079355672,18.409963
24,"2019-01-22 12:00:00",489,2.965666,7.8015846564,24.38367
1,"2019-01-22 12:00:00",236,2.773956,8.2767920297,18.25018
24,"2019-01-22 13:00:00",12,4.840317,529.4305385,6249.42529
1,"2019-01-22 13:00:00",9,9.277162,10.7249891111,13.494836
24,"2019-01-22 14:00:00",203,2.123953,8.6827803941,14.516667
1,"2019-01-22 14:00:00",108,3.002569,8.4415370556,18.016555
24,"2019-01-22 15:00:00",858,2.36197,7.1613333392,13.929307
1,"2019-01-22 15:00:00",616,2.053425,6.6270080714,13.331793
24,"2019-01-22 16:00:00",439,3.274658,9.029492467,17.137327
1,"2019-01-22 16:00:00",229,3.649327,8.727426917,18.550618
1,"2019-01-22 17:00:00",175,3.110956,10.49943272,18.211153
24,"2019-01-22 17:00:00",500,2.416604,9.044310426,19.374741
24,"2019-01-22 18:00:00",846,2.652408,20.2439173038,345.545536
1,"2019-01-22 18:00:00",182,3.745407,31.4577982912,398.622139
1,"2019-01-22 19:00:00",343,2.502934,7.9996722886,18.519463
24,"2019-01-22 19:00:00",545,2.101562,7.7229305303,15.947615
24,"2019-01-22 20:00:00",504,3.147557,8.3039697341,14.314056
1,"2019-01-22 20:00:00",255,2.62725,7.8171694078,16.360404
24,"2019-01-22 21:00:00",234,3.656725,7.3246639444,14.711587
1,"2019-01-22 21:00:00",57,2.143359,6.8892295439,14.55184
24,"2019-01-22 22:00:00",11,4.962524,7.1042843636,10.852365
24,"2019-01-23 00:00:00",22,10.761168,10.761168,10.761168
1,"2019-01-23 01:00:00",37,7.810961,8.5136753243,8.810976
24,"2019-01-23 07:00:00",4,7.3448,8.88123625,10.057499
24,"2019-01-23 08:00:00",12,7.007891,13.45182075,16.262176
1,"2019-01-23 09:00:00",34,6.314604,8.7412633235,9.364202
24,"2019-01-23 09:00:00",370,7.197402,8.4431394622,9.666288
24,"2019-01-23 10:00:00",1136,2.32032,8.952263882,14.22715
1,"2019-01-23 10:00:00",152,3.254378,8.0227458882,28.729993
1,"2019-01-23 11:00:00",368,3.054027,9.3296353179,15.387969
24,"2019-01-23 11:00:00",247,2.257718,7.9094007166,15.498527
24,"2019-01-23 12:00:00",653,2.417555,8.4110995528,15.149938
1,"2019-01-23 12:00:00",310,2.72563,9.5139356194,18.297795
24,"2019-01-23 13:00:00",768,2.716761,8.043808707,17.024157
1,"2019-01-23 13:00:00",319,2.502198,8.9099743009,15.556134
24,"2019-01-23 14:00:00",459,3.123303,9.3089902353,19.110695
1,"2019-01-23 14:00:00",217,3.591645,9.4271913134,19.108116
1,"2019-01-23 15:00:00",395,2.846283,9.3472149063,17.052284
24,"2019-01-23 15:00:00",512,2.861866,9.0748905996,15.245376
24,"2019-01-23 16:00:00",446,2.636807,9.9267933004,20.070571
1,"2019-01-23 16:00:00",269,3.420447,7.8487939888,17.400719
24,"2019-01-23 17:00:00",428,3.039024,8.1003857313,16.41595
1,"2019-01-23 17:00:00",420,3.030102,11.1134567929,16.681885
24,"2019-01-23 18:00:00",332,2.205684,8.3180026717,15.223695
1,"2019-01-23 18:00:00",385,2.989689,8.5594131974,18.20891
1,"2019-01-23 19:00:00",302,2.744638,9.5725989305,17.777139
24,"2019-01-23 19:00:00",547,2.401468,8.6853092048,22.550181
24,"2019-01-23 20:00:00",522,1.541588,10.7210712797,18.363644
1,"2019-01-23 20:00:00",271,3.136909,8.2404821365,22.623965
24,"2019-01-23 21:00:00",101,3.457246,7.8192691287,14.3511
1,"2019-01-23 21:00:00",89,4.025525,7.786011191,14.354222
24,"2019-01-24 00:00:00",53,8.002306,8.002306,8.002306
1,"2019-01-24 00:00:00",46,5.4365,5.4365,5.4365
1,"2019-01-24 01:00:00",8,8.465918,8.465923625,8.465933
24,"2019-01-24 06:00:00",6448,2.304073,7.9659497671,14.211684
24,"2019-01-24 07:00:00",442,3.399007,4.2219114005,10.182445
1,"2019-01-24 07:00:00",1172,7.791038,7.7955786203,7.799752
1,"2019-01-24 08:00:00",676,4.046083,6.5842800843,12.892453
24,"2019-01-24 08:00:00",652,4.918814,7.2580877791,7.317913
24,"2019-01-24 09:00:00",301,4.143465,7.9120619269,8.493915
1,"2019-01-24 09:00:00",796,3.665407,4.7160255251,7.099373
24,"2019-01-24 10:00:00",176,2.79632,6.4925032159,15.368415
1,"2019-01-24 10:00:00",163,2.345157,6.4844138589,14.846243
1,"2019-01-24 11:00:00",288,2.23811,7.2521041667,15.282043
24,"2019-01-24 11:00:00",550,3.310128,8.2011865345,14.383699
24,"2019-01-24 12:00:00",504,2.681402,8.9666400179,16.021453
1,"2019-01-24 12:00:00",294,3.786988,7.9817776293,15.530663
24,"2019-01-24 13:00:00",970,3.629129,8.5212048526,15.453985
1,"2019-01-24 13:00:00",679,2.866579,10.8343983903,16.904416
1,"2019-01-24 14:00:00",203,3.538782,9.9465780591,17.186437
24,"2019-01-24 14:00:00",348,3.23438,8.5596855144,15.309879
1,"2019-01-24 15:00:00",320,3.110291,7.9539820812,15.408312
24,"2019-01-24 15:00:00",333,2.294427,8.1933950901,16.625102
24,"2019-01-24 16:00:00",425,2.142375,9.2388177153,18.03533
1,"2019-01-24 16:00:00",164,2.542357,7.7110888293,18.263323
24,"2019-01-24 17:00:00",359,2.888609,9.4729369276,15.638669
1,"2019-01-24 17:00:00",242,2.622871,7.7195097769,17.300184
1,"2019-01-24 18:00:00",295,2.754376,8.3560625932,14.847552
24,"2019-01-24 18:00:00",498,2.485951,7.9517893494,16.419118
24,"2019-01-24 19:00:00",644,2.35015,6.4623001273,16.202363
1,"2019-01-24 19:00:00",434,2.692495,6.9244591728,14.853275
1,"2019-01-24 20:00:00",246,3.692609,8.0812821098,15.115269
24,"2019-01-24 20:00:00",392,2.114378,6.6826236199,14.63129
24,"2019-01-24 21:00:00",68,3.399824,7.7057983971,15.951618
1,"2019-01-24 21:00:00",48,3.024302,7.1612625625,14.916037
24,"2019-01-25 00:00:00",21,11.296968,11.296968,11.296968
1,"2019-01-25 01:00:00",11,9.065764,9.0658010909,9.065815
24,"2019-01-25 01:00:00",8,6.056039,6.3557875,7.255033
24,"2019-01-25 07:00:00",628,2.777705,3.7693294538,12.460775
1,"2019-01-25 08:00:00",279,6.403356,7.1694227133,7.986247
24,"2019-01-25 08:00:00",447,3.586071,10.2467016488,12.798036
24,"2019-01-25 09:00:00",1221,5.490946,8.023715502,9.249256
1,"2019-01-25 09:00:00",80,7.420289,11.4309732625,12.339622
1,"2019-01-25 10:00:00",212,1.933318,6.9268123019,16.477461
24,"2019-01-25 10:00:00",427,2.988279,8.0134546417,16.823925
24,"2019-01-25 11:00:00",566,2.570592,6.8749271166,17.165151
1,"2019-01-25 11:00:00",446,2.753816,6.9236628632,14.377717
24,"2019-01-25 12:00:00",322,2.845333,8.4759962857,15.545554
1,"2019-01-25 12:00:00",355,2.614304,8.5736395972,17.872259
1,"2019-01-25 13:00:00",658,2.681195,9.3319359772,17.011687
24,"2019-01-25 13:00:00",440,2.976429,8.9091778841,16.329457
1,"2019-01-25 14:00:00",214,2.817582,8.6500879159,15.874069
24,"2019-01-25 14:00:00",448,2.367749,7.6223644799,17.679674
1,"2019-01-25 15:00:00",260,3.041149,8.5916444923,14.782242
24,"2019-01-25 15:00:00",487,1.160885,8.2671335483,15.966725
24,"2019-01-25 16:00:00",509,2.768383,7.8569309882,17.210709
1,"2019-01-25 16:00:00",264,3.006524,9.3264005833,18.512592
24,"2019-01-25 17:00:00",473,2.269876,8.108925277,18.187698
1,"2019-01-25 17:00:00",258,2.442106,8.6786115271,15.593781
1,"2019-01-25 18:00:00",393,2.346191,9.3472891908,16.584691
24,"2019-01-25 18:00:00",427,2.25335,8.0270043653,15.907236
1,"2019-01-25 19:00:00",293,3.069565,8.0679858225,17.397792
24,"2019-01-25 19:00:00",798,2.397522,7.569811797,15.793206
1,"2019-01-25 20:00:00",297,2.713636,7.1322085455,14.861194
24,"2019-01-25 20:00:00",769,2.487495,7.8941492458,14.281501
24,"2019-01-25 21:00:00",74,3.855902,7.7572684595,12.682845
1,"2019-01-25 21:00:00",56,4.274784,8.8670404107,14.453526
24,"2019-01-26 00:00:00",31,3.84974,3.8508595806,3.861309
1,"2019-01-26 00:00:00",28,9.397044,9.397044,9.397044
24,"2019-01-26 01:00:00",17,5.437217,5.4801534706,5.619697
1,"2019-01-26 01:00:00",18,9.43279,10.210595,10.432825
24,"2019-01-26 07:00:00",1049,7.046882,8.8907088751,14.26154
24,"2019-01-26 08:00:00",347,7.1821,10.537008853,10.856562
1,"2019-01-26 09:00:00",993,2.35385,6.2708561611,10.293919
24,"2019-01-26 09:00:00",527,4.090901,10.1444083814,12.32811
24,"2019-01-26 10:00:00",543,3.044682,7.9707301455,13.963868
1,"2019-01-26 10:00:00",217,3.287672,7.5301930184,14.194591
1,"2019-01-26 11:00:00",374,2.671173,8.3883290241,17.592961
24,"2019-01-26 11:00:00",471,1.866987,8.6934346943,17.985375
24,"2019-01-26 12:00:00",391,1.287945,7.2104394783,15.3399
1,"2019-01-26 12:00:00",578,2.386834,7.9479906765,14.753035
24,"2019-01-26 13:00:00",889,2.746765,8.507777694,15.393432
1,"2019-01-26 13:00:00",464,1.485904,7.2094503513,14.694565
1,"2019-01-26 14:00:00",388,2.507376,8.8513467861,15.537501
24,"2019-01-26 14:00:00",628,2.347793,8.5755784475,14.387276
24,"2019-01-26 15:00:00",612,1.856059,7.6369150556,14.01561
1,"2019-01-26 15:00:00",217,2.929465,8.4549215484,14.523812
1,"2019-01-26 16:00:00",237,2.788599,8.3825697806,18.67054
24,"2019-01-26 16:00:00",584,2.366351,7.8490930753,15.606161
1,"2019-01-26 17:00:00",292,2.880276,8.3997943253,15.400737
24,"2019-01-26 17:00:00",822,2.890052,7.8584296679,16.825478
24,"2019-01-26 18:00:00",538,1.928668,7.5541252993,16.229627
1,"2019-01-26 18:00:00",235,2.654094,7.8352413872,18.117888
1,"2019-01-26 19:00:00",319,2.683723,8.0628169154,15.691162
24,"2019-01-26 19:00:00",1128,2.270852,8.8041208936,15.861243
24,"2019-01-26 20:00:00",557,1.507971,6.5871283088,14.478922
1,"2019-01-26 20:00:00",301,2.139054,7.7934898106,14.002713
24,"2019-01-26 21:00:00",104,3.22758,8.0608158077,15.248216
1,"2019-01-26 21:00:00",129,3.22802,7.3704565581,13.337099
24,"2019-01-27 00:00:00",33,8.268376,8.268376,8.268376
1,"2019-01-27 01:00:00",2,11.219574,11.2242395,11.228905
1,"2019-01-28 00:00:00",54,3.868001,3.8760335926,3.878845
24,"2019-01-28 00:00:00",59,5.721681,5.721681,5.721681
24,"2019-01-28 06:00:00",5170,2.53067,7.6112382741,10.702542
1,"2019-01-28 07:00:00",2287,3.913656,6.7274478085,8.625659
24,"2019-01-28 07:00:00",278,4.690923,9.2007370612,9.550888
1,"2019-01-28 08:00:00",70,8.513514,8.513514,8.513514
24,"2019-01-28 08:00:00",682,2.427378,5.3198334971,13.118237
24,"2019-01-28 09:00:00",1445,1.756446,4.9801299253,12.888664
1,"2019-01-28 09:00:00",498,4.373608,4.3745761446,4.375791
1,"2019-01-28 10:00:00",94,2.1172,6.4857818085,13.356019
24,"2019-01-28 10:00:00",728,2.121035,5.5173167047,11.390863
24,"2019-01-28 11:00:00",393,2.155715,5.5614698092,9.567377
1,"2019-01-28 11:00:00",437,1.358197,5.169337,11.011797
24,"2019-01-28 12:00:00",547,2.123445,6.1481134296,12.834965
1,"2019-01-28 12:00:00",354,2.091039,6.3890908333,11.291529
24,"2019-01-28 13:00:00",417,2.677682,8.4867529065,16.169867
1,"2019-01-28 13:00:00",390,2.548389,9.0747262538,16.365516
24,"2019-01-28 14:00:00",577,1.823073,8.0224083709,16.021293
1,"2019-01-28 14:00:00",439,1.465912,8.6612752711,15.754403
24,"2019-01-28 15:00:00",348,3.357861,8.0412962184,16.058024
1,"2019-01-28 15:00:00",153,2.457968,7.9043855294,17.132339
24,"2019-01-28 16:00:00",411,2.456734,8.2830683333,19.852324
1,"2019-01-28 16:00:00",305,2.410859,7.7247755639,18.892142
1,"2019-01-28 17:00:00",171,1.472176,8.3218822222,17.201518
24,"2019-01-28 17:00:00",469,2.689441,7.5633706162,16.234695
24,"2019-01-28 18:00:00",379,2.658852,7.842323504,15.652311
1,"2019-01-28 18:00:00",254,2.662115,7.772910685,14.542163
24,"2019-01-28 19:00:00",424,2.667675,8.0217663915,14.351708
1,"2019-01-28 19:00:00",275,2.893046,8.4172707091,16.334858
24,"2019-01-28 20:00:00",275,3.008946,7.5385801236,13.65902
1,"2019-01-28 20:00:00",236,2.960861,7.8112225847,15.179421
24,"2019-01-28 21:00:00",130,1.67464,6.7694601538,14.692396
1,"2019-01-28 21:00:00",72,2.982664,8.0906775833,14.589664
1,"2019-01-29 00:00:00",31,7.107832,7.107832,7.107832
1,"2019-01-29 01:00:00",28,8.036413,8.8221508571,9.036443
24,"2019-01-29 01:00:00",11,9.050658,9.6870216364,10.050658
24,"2019-01-29 07:00:00",570,5.506379,9.3035603614,11.247479
1,"2019-01-29 08:00:00",105,5.357172,5.3578023333,5.358257
24,"2019-01-29 08:00:00",437,4.399161,7.2397943844,21.133576
24,"2019-01-29 09:00:00",777,7.6288,10.9929635997,12.149605
1,"2019-01-29 09:00:00",64,3.772073,6.1200495469,13.50883
1,"2019-01-29 10:00:00",733,1.760071,6.1578833861,16.064737
24,"2019-01-29 10:00:00",305,3.369038,6.662716118,12.557903
1,"2019-01-29 11:00:00",337,3.101562,8.1314737329,13.056111
24,"2019-01-29 11:00:00",800,2.225704,6.8961328138,16.130899
24,"2019-01-29 12:00:00",385,2.997271,8.1202625662,14.881016
1,"2019-01-29 12:00:00",290,3.51759,9.0546306966,16.319934
24,"2019-01-29 13:00:00",1110,3.270171,8.461457336,17.599528
1,"2019-01-29 13:00:00",456,1.634892,7.3285602873,14.937292
1,"2019-01-29 14:00:00",268,2.638352,8.8797667276,16.892535
24,"2019-01-29 14:00:00",407,3.336773,8.5902387371,15.449008
24,"2019-01-29 15:00:00",225,1.742926,8.11134268,16.54903
1,"2019-01-29 15:00:00",223,2.169645,8.1896991121,16.093134
1,"2019-01-29 16:00:00",230,2.90604,8.0905683391,15.626876
24,"2019-01-29 16:00:00",352,2.376264,7.8389405881,14.556754
24,"2019-01-29 17:00:00",479,1.78267,9.0455161482,15.228735
1,"2019-01-29 17:00:00",199,2.29314,8.5440495729,15.282154
24,"2019-01-29 18:00:00",235,1.648052,7.4254768426,13.746628
1,"2019-01-29 18:00:00",214,2.513556,7.4231498458,14.772802
24,"2019-01-29 19:00:00",391,2.030824,7.505237867,16.769416
1,"2019-01-29 19:00:00",197,3.120871,8.6573990609,16.265996
24,"2019-01-29 20:00:00",473,3.254167,8.0169890063,14.166087
1,"2019-01-29 20:00:00",197,2.183941,8.1800728477,16.046251
