inst,fecha,count,min,avg,max
24,"2019-01-29 21:00:00",51,3.846942,6.6574179412,12.826016
1,"2019-01-29 21:00:00",26,4.663787,8.5790838462,12.962332
24,"2019-01-30 00:00:00",10,6.773588,6.773588,6.773588
1,"2019-01-30 01:00:00",10,3.045118,3.9822836,4.087086
24,"2019-01-30 01:00:00",12,6.98132,6.9813215,6.981323
24,"2019-01-30 07:00:00",15,5.708379,6.6631234,11.565682
24,"2019-01-30 08:00:00",704,6.554498,7.2496261065,7.770802
1,"2019-01-30 09:00:00",178,3.679925,8.4079278371,9.661021
24,"2019-01-30 09:00:00",678,5.71642,8.2376445634,13.626514
24,"2019-01-30 10:00:00",944,2.586723,10.2862931917,14.394952
1,"2019-01-30 10:00:00",350,3.434125,9.2284032029,15.621604
24,"2019-01-30 11:00:00",424,3.348995,7.6538647854,14.931011
1,"2019-01-30 11:00:00",327,1.24824,8.3855641284,16.323475
1,"2019-01-30 12:00:00",218,2.906404,8.3763019495,15.789486
24,"2019-01-30 12:00:00",238,3.021399,7.8417244412,16.79475
24,"2019-01-30 13:00:00",442,3.151624,8.3780087941,18.262695
1,"2019-01-30 13:00:00",299,2.677161,7.9401038328,15.28008
1,"2019-01-30 14:00:00",176,2.94538,8.2019355227,18.483766
24,"2019-01-30 14:00:00",607,2.692466,8.0255916689,17.628182
1,"2019-01-30 15:00:00",246,1.979342,8.6199729634,18.719434
24,"2019-01-30 15:00:00",358,2.836547,8.4964432486,18.722606
24,"2019-01-30 16:00:00",464,2.114434,7.0164252522,16.672905
1,"2019-01-30 16:00:00",273,1.324041,8.4786869707,19.721979
24,"2019-01-30 17:00:00",357,3.160156,8.9030951232,21.469307
1,"2019-01-30 17:00:00",308,2.577742,8.9096273149,17.967463
1,"2019-01-30 18:00:00",364,2.995969,7.6159766099,18.545535
24,"2019-01-30 18:00:00",292,2.306093,9.3281291884,17.60197
1,"2019-01-30 19:00:00",782,2.859611,5.8125960716,19.691853
24,"2019-01-30 19:00:00",580,2.883084,7.7551466845,17.714257
1,"2019-01-30 20:00:00",361,2.084066,7.8850030914,20.468934
24,"2019-01-30 20:00:00",661,2.935947,7.7495819017,18.322281
1,"2019-01-30 21:00:00",108,1.653632,6.4776147593,12.095393
24,"2019-01-30 21:00:00",99,4.039857,7.3528858485,13.223572
24,"2019-01-31 00:00:00",34,8.212486,8.212486,8.212486
1,"2019-01-31 00:00:00",68,5.324645,5.3246509118,5.324651
1,"2019-01-31 01:00:00",7,11.07602,11.3617014286,12.075905
1,"2019-01-31 06:00:00",2016,4.735367,5.9896464028,6.804614
24,"2019-01-31 06:00:00",6760,3.328226,5.0301062241,12.321535
1,"2019-01-31 07:00:00",394,3.663899,4.0288466878,7.407318
24,"2019-01-31 07:00:00",272,4.609433,9.3697140221,12.579296
1,"2019-01-31 08:00:00",34,3.985579,5.3906025882,6.795625
24,"2019-01-31 08:00:00",576,3.909113,5.9541748316,5.962871
1,"2019-01-31 09:00:00",990,4.824588,5.4886958455,12.625723
24,"2019-01-31 10:00:00",282,3.146068,8.2975722837,17.820456
1,"2019-01-31 10:00:00",315,3.928544,8.2678940032,13.156382
1,"2019-01-31 11:00:00",223,2.792033,8.1185450583,18.158596
24,"2019-01-31 11:00:00",476,3.072657,9.2328157164,16.004402
1,"2019-01-31 12:00:00",265,2.37852,9.6052832,17.891269
24,"2019-01-31 12:00:00",794,3.135885,9.5696566877,16.459181
1,"2019-01-31 13:00:00",206,1.840512,9.2558064029,17.289083
24,"2019-01-31 13:00:00",537,3.539301,9.4397348622,16.716108
1,"2019-01-31 14:00:00",565,3.179649,8.3601912761,17.57904
24,"2019-01-31 14:00:00",368,2.238733,8.0482695652,18.079027
1,"2019-01-31 15:00:00",459,2.666623,10.007961207,16.836646
24,"2019-01-31 15:00:00",516,4.022502,8.5600869399,16.304124
24,"2019-01-31 16:00:00",559,3.021214,10.56656022,17.298251
1,"2019-01-31 16:00:00",207,2.481409,8.4033091014,18.092423
1,"2019-01-31 17:00:00",224,2.832348,9.2058715179,16.586987
24,"2019-01-31 17:00:00",476,2.616068,10.0424660294,17.478083
24,"2019-01-31 18:00:00",469,3.049649,8.8701655714,18.519902
1,"2019-01-31 18:00:00",197,3.24774,8.9967215635,17.166338
1,"2019-01-31 19:00:00",527,2.600001,8.0788494554,18.062484
24,"2019-01-31 19:00:00",634,2.374573,8.9881136514,18.180263
24,"2019-01-31 20:00:00",309,1.755195,7.5047604078,15.943162
1,"2019-01-31 20:00:00",334,2.286739,7.8914358713,15.317942
24,"2019-01-31 21:00:00",201,4.624648,7.1915352289,15.766445
1,"2019-01-31 21:00:00",78,3.279907,6.6366316026,13.809246
1,"2019-02-01 01:00:00",15,8.269446,8.269446,8.269446
24,"2019-02-01 01:00:00",14,11.49705,11.7801131429,12.487771
24,"2019-02-01 07:00:00",231,5.771011,10.7142020649,10.774133
1,"2019-02-01 08:00:00",217,6.6894,6.9881942535,7.775288
24,"2019-02-01 08:00:00",498,4.89103,6.4555552671,6.570732
24,"2019-02-01 09:00:00",1015,3.584142,5.2032128729,13.067071
1,"2019-02-01 09:00:00",16,6.572615,7.6333894375,9.996762
24,"2019-02-01 10:00:00",790,4.007416,7.8291470532,11.983539
1,"2019-02-01 10:00:00",224,2.718458,7.5679740938,15.862438
24,"2019-02-01 11:00:00",901,2.36172,9.3840627991,16.008344
1,"2019-02-01 11:00:00",273,2.739422,8.7450245421,17.340981
24,"2019-02-01 12:00:00",382,2.582217,9.0879558953,15.205004
1,"2019-02-01 12:00:00",362,2.574406,8.8808343066,16.382079
24,"2019-02-01 13:00:00",567,2.690705,9.352322933,15.824826
1,"2019-02-01 13:00:00",258,3.019615,8.5401151085,15.822018
1,"2019-02-01 14:00:00",170,3.302343,9.3889304118,15.892964
24,"2019-02-01 14:00:00",445,2.85432,10.9366316719,16.933786
1,"2019-02-01 15:00:00",169,2.989766,9.5610166982,18.864524
24,"2019-02-01 15:00:00",414,2.680782,8.2615415821,18.253751
1,"2019-02-01 16:00:00",193,3.94575,8.9578604922,15.405829
24,"2019-02-01 16:00:00",320,3.176791,9.1413228688,14.97941
1,"2019-02-01 17:00:00",263,3.430821,7.287081924,16.02953
24,"2019-02-01 17:00:00",444,2.573217,8.4774381374,16.850399
1,"2019-02-01 18:00:00",238,2.624969,7.7141923319,16.6238
24,"2019-02-01 18:00:00",398,1.927794,7.115484902,14.556586
24,"2019-02-01 19:00:00",708,2.727304,6.6079693686,18.784918
1,"2019-02-01 19:00:00",410,2.388983,8.1137775854,16.979042
24,"2019-02-01 20:00:00",411,1.435366,7.9061008613,15.770482
1,"2019-02-01 20:00:00",559,2.490898,6.4259569785,15.503035
24,"2019-02-01 21:00:00",89,2.82325,9.0931460225,13.74897
1,"2019-02-01 21:00:00",118,2.239761,6.6782005763,13.905542
24,"2019-02-02 00:00:00",11,10.313691,10.313691,10.313691
1,"2019-02-02 00:00:00",214,8.180557,8.1812487523,8.181622
1,"2019-02-02 01:00:00",9,12.225641,12.2256445556,12.225645
24,"2019-02-02 08:00:00",137,6.418919,8.0534935182,12.760742
1,"2019-02-02 09:00:00",262,6.697705,6.8952369542,7.903023
24,"2019-02-02 09:00:00",1833,4.619466,6.6733543803,9.791902
24,"2019-02-02 10:00:00",269,3.614374,5.9381760372,14.113143
1,"2019-02-02 10:00:00",150,2.94086,6.7762697,13.631747
1,"2019-02-02 11:00:00",276,2.415896,7.812315413,15.349659
24,"2019-02-02 11:00:00",395,3.002029,9.2449217519,16.601696
1,"2019-02-02 12:00:00",295,3.23621,9.7488448746,20.021366
24,"2019-02-02 12:00:00",551,3.351366,9.1418167169,15.933323
1,"2019-02-02 13:00:00",634,1.815211,6.9691101025,14.643096
24,"2019-02-02 13:00:00",693,2.308998,7.4945287143,16.793448
24,"2019-02-02 14:00:00",536,2.715492,6.9889288153,16.49706
1,"2019-02-02 14:00:00",256,2.299401,8.2579899141,15.258845
24,"2019-02-02 15:00:00",543,2.598776,8.5433444052,15.317771
1,"2019-02-02 15:00:00",317,2.393292,9.2835667035,16.446788
24,"2019-02-02 16:00:00",624,2.578585,8.7927993157,17.034337
1,"2019-02-02 16:00:00",159,1.846416,8.4855271195,15.733204
1,"2019-02-02 17:00:00",433,2.745422,7.4921264203,15.109675
24,"2019-02-02 17:00:00",465,2.446187,7.9270375806,15.701065
24,"2019-02-02 18:00:00",415,2.946456,8.1622536313,16.614307
1,"2019-02-02 18:00:00",353,2.819182,8.3741046346,15.182275
24,"2019-02-02 19:00:00",671,2.264723,8.5127410343,14.239503
1,"2019-02-02 19:00:00",373,2.723291,8.2285434826,14.655775
1,"2019-02-02 20:00:00",351,2.087075,7.4900532108,14.721214
24,"2019-02-02 20:00:00",715,2.046771,7.1925387832,15.033219
24,"2019-02-02 21:00:00",227,2.657422,8.5089849339,13.449675
1,"2019-02-02 21:00:00",80,4.098675,8.126867525,13.457209
24,"2019-02-02 22:00:00",14,9.08378,9.0947882143,9.114603
24,"2019-02-03 00:00:00",52,7.304715,7.304715,7.304715
1,"2019-02-03 00:00:00",38,6.736971,6.736971,6.736971
1,"2019-02-03 01:00:00",4,7.632381,7.632381,7.632381
1,"2019-02-04 06:00:00",2057,5.63846,6.2244623656,6.564737
24,"2019-02-04 06:00:00",6049,2.573319,7.5415520927,8.956772
24,"2019-02-04 07:00:00",275,5.896237,5.9514910073,13.709463
24,"2019-02-04 08:00:00",1316,2.912772,6.9118937538,13.662365
1,"2019-02-04 08:00:00",321,3.664433,3.6662381402,3.667641
24,"2019-02-04 09:00:00",150,6.216709,6.5040927467,7.000964
24,"2019-02-04 10:00:00",560,2.778881,10.7530349089,13.197434
1,"2019-02-04 10:00:00",720,2.984451,6.4669508806,15.775308
24,"2019-02-04 11:00:00",465,2.016728,8.4062045828,17.88718
1,"2019-02-04 11:00:00",1035,3.109557,8.4895891324,13.942201
1,"2019-02-04 12:00:00",408,3.072011,8.8593030098,14.439061
24,"2019-02-04 12:00:00",428,2.953941,9.1264261379,16.053717
24,"2019-02-04 13:00:00",387,2.054329,7.8148503824,15.174835
1,"2019-02-04 13:00:00",430,2.477302,8.6722583744,17.242946
1,"2019-02-04 14:00:00",540,3.435015,11.0576707222,18.694052
24,"2019-02-04 14:00:00",449,1.785246,9.5079783964,17.722721
24,"2019-02-04 15:00:00",322,2.435506,8.3831558571,16.967256
1,"2019-02-04 15:00:00",636,3.58639,10.6592349686,15.999547
1,"2019-02-04 16:00:00",187,3.230286,7.866601861,19.732452
24,"2019-02-04 16:00:00",338,2.978234,8.1739573876,16.662641
1,"2019-02-04 17:00:00",230,3.046704,7.5973973087,14.980488
24,"2019-02-04 17:00:00",403,2.830429,7.4249725509,15.773066
1,"2019-02-04 18:00:00",208,2.185054,7.1597101538,15.77987
24,"2019-02-04 18:00:00",391,2.087042,7.5913071867,16.417585
24,"2019-02-04 19:00:00",337,3.137691,8.6958042552,16.419094
1,"2019-02-04 19:00:00",234,2.381422,7.2509899701,16.327667
1,"2019-02-04 20:00:00",306,2.91311,7.387667732,14.953543
24,"2019-02-04 20:00:00",597,2.959812,6.1503388023,15.507766
1,"2019-02-04 21:00:00",59,4.183715,7.7203048475,14.294729
24,"2019-02-04 21:00:00",39,3.074562,9.1636759487,12.221143
1,"2019-02-05 01:00:00",29,9.31067,9.3107727586,9.310819
24,"2019-02-05 07:00:00",1025,5.394488,7.9459178156,9.637472
1,"2019-02-05 08:00:00",196,4.926772,5.4783445102,5.748809
24,"2019-02-05 08:00:00",240,5.63655,7.6951116208,14.462144
24,"2019-02-05 09:00:00",1152,5.853184,7.1182763394,9.999984
1,"2019-02-05 09:00:00",11,6.776529,7.4220891818,9.05151
1,"2019-02-05 10:00:00",178,2.986809,8.8965314888,14.106218
24,"2019-02-05 10:00:00",563,2.392969,9.1216645293,15.191603
24,"2019-02-05 11:00:00",404,2.60445,7.5005418663,18.058629
1,"2019-02-05 11:00:00",827,2.979475,5.0577923434,18.245259
1,"2019-02-05 12:00:00",363,3.502081,6.9928599614,18.724721
24,"2019-02-05 12:00:00",261,3.042072,8.3393759464,17.267744
1,"2019-02-05 13:00:00",253,2.970639,9.1335305415,16.785501
24,"2019-02-05 13:00:00",525,2.571275,9.5115788724,19.338062
24,"2019-02-05 14:00:00",634,2.982435,9.0618522776,17.304725
1,"2019-02-05 14:00:00",231,3.248759,8.5475392944,16.25985
24,"2019-02-05 15:00:00",297,3.046171,9.1212165657,17.219263
1,"2019-02-05 15:00:00",136,2.679061,8.7433286397,16.327119
1,"2019-02-05 16:00:00",158,2.79808,8.4032852025,18.717332
24,"2019-02-05 16:00:00",323,2.9065,9.0955906068,24.720246
24,"2019-02-05 17:00:00",380,3.107682,8.7411972553,15.973642
1,"2019-02-05 17:00:00",272,4.332501,9.0329519926,20.416561
1,"2019-02-05 18:00:00",240,2.811511,8.4162974,16.610355
24,"2019-02-05 18:00:00",213,3.569189,8.5612697512,14.494054
1,"2019-02-05 19:00:00",378,3.010505,8.2303743757,16.218396
24,"2019-02-05 19:00:00",532,2.881295,8.3062452782,18.106299
24,"2019-02-05 20:00:00",480,3.47962,8.1738989188,15.553899
1,"2019-02-05 20:00:00",220,2.893198,8.4353916545,16.120443
1,"2019-02-05 21:00:00",191,4.135438,6.4652258377,12.083034
24,"2019-02-05 21:00:00",51,4.191201,9.0690056863,14.05076
24,"2019-02-06 00:00:00",450,4.305182,4.3064263333,4.307357
1,"2019-02-06 01:00:00",11,13.030333,13.032893,13.037373
24,"2019-02-06 08:00:00",780,3.635699,6.0904200564,9.608551
1,"2019-02-06 09:00:00",29,3.945044,8.2231066207,8.470733
24,"2019-02-06 09:00:00",18,3.655159,4.0984962222,11.577919
24,"2019-02-06 10:00:00",231,3.3818,7.5174287446,19.522187
1,"2019-02-06 10:00:00",454,2.780107,6.0002047555,17.482048
24,"2019-02-06 11:00:00",231,2.586637,10.3738802554,19.07934
1,"2019-02-06 11:00:00",286,2.855311,9.5631658986,17.938681
1,"2019-02-06 12:00:00",321,3.156716,8.2748260654,17.962209
24,"2019-02-06 12:00:00",339,3.687958,7.1882242537,16.320431
24,"2019-02-06 13:00:00",312,2.933475,9.7944923686,17.197093
1,"2019-02-06 13:00:00",247,2.939163,9.7391211215,16.84013
24,"2019-02-06 14:00:00",362,2.271596,8.2066028508,18.576841
1,"2019-02-06 14:00:00",150,2.87851,8.8428037,18.462716
1,"2019-02-06 15:00:00",240,3.309779,9.085575075,15.447861
24,"2019-02-06 15:00:00",320,1.259379,9.0593634969,16.543802
1,"2019-02-06 16:00:00",178,2.87818,8.1611127753,15.104798
24,"2019-02-06 16:00:00",283,3.84865,8.2304940707,15.123739
24,"2019-02-06 17:00:00",299,3.291312,8.318995495,15.720568
1,"2019-02-06 17:00:00",331,2.226483,8.1413041541,15.011536
24,"2019-02-06 18:00:00",424,1.799582,8.4503903231,15.020575
1,"2019-02-06 18:00:00",333,2.155986,7.8478192583,18.424067
24,"2019-02-06 19:00:00",428,3.011646,9.3889399089,19.212663
1,"2019-02-06 19:00:00",467,3.723186,7.4926822505,16.133824
1,"2019-02-06 20:00:00",300,2.812784,8.0002361367,17.030179
24,"2019-02-06 20:00:00",206,3.552541,8.3828814903,14.767079
24,"2019-02-06 21:00:00",135,4.686972,8.7677027185,13.698501
1,"2019-02-06 21:00:00",67,4.423566,7.9138487015,12.259356
24,"2019-02-07 00:00:00",22,6.9388,6.9388,6.9388
1,"2019-02-07 00:00:00",52,6.97174,6.97174,6.97174
24,"2019-02-07 01:00:00",17,6.860276,7.3736689412,8.605812
1,"2019-02-07 06:00:00",2265,4.470685,6.9358756499,8.521322
24,"2019-02-07 06:00:00",7275,3.129807,4.755164306,9.351436
24,"2019-02-07 07:00:00",122,5.06903,5.2837535164,5.570496
24,"2019-02-07 08:00:00",1090,6.172887,7.6315531927,12.454712
1,"2019-02-07 08:00:00",322,4.452647,4.6598827578,8.147596
24,"2019-02-07 09:00:00",148,10.493481,10.493481,10.493481
1,"2019-02-07 09:00:00",1000,10.693518,11.120712213,11.520618
1,"2019-02-07 10:00:00",459,2.775926,4.8379669673,11.642498
24,"2019-02-07 10:00:00",336,2.856914,5.2248660625,11.34558
1,"2019-02-07 11:00:00",220,1.630909,6.9680750682,15.317525
24,"2019-02-07 11:00:00",295,2.627865,9.2767870339,14.473901
24,"2019-02-07 12:00:00",465,2.679205,7.646237557,16.554257
1,"2019-02-07 12:00:00",423,2.893694,8.6951319858,15.886147
24,"2019-02-07 13:00:00",398,2.300711,7.4160009271,16.888265
1,"2019-02-07 13:00:00",246,2.285685,7.6559225813,15.781465
24,"2019-02-07 14:00:00",472,3.091266,9.9374457903,15.54299
1,"2019-02-07 14:00:00",465,2.059541,6.2703743978,17.300839
24,"2019-02-07 15:00:00",411,2.536633,7.8017504428,15.124131
1,"2019-02-07 15:00:00",184,3.752811,8.4417449457,15.530462
1,"2019-02-07 16:00:00",160,2.155589,7.5889572625,15.575967
24,"2019-02-07 16:00:00",319,3.12266,8.4816497022,16.776278
1,"2019-02-07 17:00:00",182,2.896315,8.237613967,14.466493
24,"2019-02-07 17:00:00",597,3.044303,8.3401331725,16.934356
24,"2019-02-07 18:00:00",187,1.690525,8.0230927112,16.419389
1,"2019-02-07 18:00:00",363,1.692098,8.0420879394,14.179988
24,"2019-02-07 19:00:00",477,2.967263,7.6810847883,13.888054
1,"2019-02-07 19:00:00",250,3.359167,9.00751856,16.810238
24,"2019-02-07 20:00:00",201,2.440395,7.8457018159,15.254248
1,"2019-02-07 20:00:00",275,2.749278,7.4926820618,15.63836
1,"2019-02-07 21:00:00",44,4.261492,7.7480229545,15.247042
24,"2019-02-07 21:00:00",46,3.945356,8.6300042174,12.37994
1,"2019-02-08 01:00:00",28,6.412629,7.3063801429,7.413659
24,"2019-02-08 07:00:00",1475,8.812694,10.2779645539,13.836016
1,"2019-02-08 08:00:00",155,7.3595,7.509012271,7.9063
24,"2019-02-08 08:00:00",106,9.035729,13.0674285189,15.219514
1,"2019-02-08 09:00:00",85,4.581481,7.361004,10.221734
24,"2019-02-08 09:00:00",975,3.166208,7.4268831856,7.942053
1,"2019-02-08 10:00:00",262,2.123304,7.1105371756,18.120893
24,"2019-02-08 10:00:00",311,2.557902,6.2851184855,13.580782
1,"2019-02-08 11:00:00",312,1.899568,8.4362465801,16.495967
24,"2019-02-08 11:00:00",500,2.194158,6.732899736,15.30085
24,"2019-02-08 12:00:00",216,2.929338,9.9233119907,19.831724
1,"2019-02-08 12:00:00",286,3.409815,9.3482480455,16.821226
24,"2019-02-08 13:00:00",417,2.686446,8.1926151583,26.531257
1,"2019-02-08 13:00:00",255,2.717353,8.3995573412,15.518143
1,"2019-02-08 14:00:00",372,3.104425,10.0092099677,16.492058
24,"2019-02-08 14:00:00",581,2.925237,10.1730179053,16.502933
24,"2019-02-08 15:00:00",519,2.587866,7.9126146224,15.773484
1,"2019-02-08 15:00:00",190,2.595637,8.1583085579,13.942565
24,"2019-02-08 16:00:00",504,2.62123,7.9465695913,16.215231
1,"2019-02-08 16:00:00",257,2.318661,7.3761705331,15.635876
24,"2019-02-08 17:00:00",430,2.056636,9.2983325721,15.898325
1,"2019-02-08 17:00:00",307,2.912086,9.5847501922,18.298195
1,"2019-02-08 18:00:00",325,2.597377,8.6148914154,17.682358
24,"2019-02-08 18:00:00",270,1.897697,8.1060491333,16.241531
1,"2019-02-08 19:00:00",347,2.421228,7.3515602219,17.67182
24,"2019-02-08 19:00:00",564,2.334398,7.8959379096,15.292567
1,"2019-02-08 20:00:00",300,2.056869,7.1059848033,15.546575
24,"2019-02-08 20:00:00",828,2.84859,8.0163267379,14.478903
24,"2019-02-08 21:00:00",25,4.397478,6.51566188,13.918298
1,"2019-02-08 21:00:00",43,2.342239,7.2921293953,12.698211
1,"2019-02-09 00:00:00",13,7.06802,7.06802,7.06802
24,"2019-02-09 00:00:00",5,7.182251,7.182251,7.182251
1,"2019-02-09 01:00:00",9,11.233002,11.241522,11.252172
24,"2019-02-09 01:00:00",17,6.242946,6.8311501176,7.242893
24,"2019-02-09 08:00:00",1145,4.624303,5.7719992838,14.547766
1,"2019-02-09 08:00:00",74,7.715383,11.7478461081,12.767494
24,"2019-02-09 09:00:00",422,3.821453,7.8349530213,12.513597
1,"2019-02-09 09:00:00",472,7.634505,7.6450309301,12.437228
1,"2019-02-09 10:00:00",371,3.584746,7.1695043154,14.060958
24,"2019-02-09 10:00:00",283,2.932329,7.2807632261,17.674041
1,"2019-02-09 11:00:00",238,1.946082,8.080990042,16.084344
24,"2019-02-09 11:00:00",809,2.526055,5.9828587318,12.531207
1,"2019-02-09 12:00:00",272,2.697099,7.6887694375,18.217321
24,"2019-02-09 12:00:00",317,2.594451,7.9218104984,16.266589
1,"2019-02-09 13:00:00",297,1.924562,8.5719344983,16.497086
24,"2019-02-09 13:00:00",606,1.325241,8.6827509422,15.684973
1,"2019-02-09 14:00:00",236,3.183906,8.2037905254,13.796239
24,"2019-02-09 14:00:00",533,1.907376,7.5070700056,15.726242
1,"2019-02-09 15:00:00",200,2.356987,7.371640235,16.187384
24,"2019-02-09 15:00:00",517,2.393944,8.2332535222,14.923071
1,"2019-02-09 16:00:00",261,2.520011,9.1383910996,16.771365
24,"2019-02-09 16:00:00",524,2.533095,8.4689483626,17.746274
1,"2019-02-09 17:00:00",321,2.837398,8.3380797352,16.8116
24,"2019-02-09 17:00:00",403,2.47974,9.9817411563,16.835093
1,"2019-02-09 18:00:00",438,2.460243,7.5901754338,14.928376
24,"2019-02-09 18:00:00",488,2.318643,8.2379011434,16.461391
24,"2019-02-09 19:00:00",856,1.326874,7.6860069322,16.086802
1,"2019-02-09 19:00:00",310,3.150357,7.9861933161,16.278752
1,"2019-02-09 20:00:00",328,2.742377,8.475783936,14.780337
24,"2019-02-09 20:00:00",238,2.556531,7.8953903697,14.87971
24,"2019-02-09 21:00:00",62,3.099468,7.2514050968,15.42546
1,"2019-02-09 21:00:00",40,2.324719,7.4275021,12.975957
24,"2019-02-10 00:00:00",59,5.535924,5.535924,5.535924
1,"2019-02-10 00:00:00",46,8.272055,8.272055,8.272055
1,"2019-02-10 01:00:00",5,6.431161,7.2315276,7.431632
1,"2019-02-11 06:00:00",1799,5.353268,7.2714487877,8.821856
24,"2019-02-11 06:00:00",6424,3.650755,7.5438105202,13.343593
1,"2019-02-11 07:00:00",809,4.850733,5.2651169048,5.527563
24,"2019-02-11 07:00:00",482,3.943121,3.9514424212,3.953097
24,"2019-02-11 08:00:00",718,3.447367,6.609560624,9.706997
24,"2019-02-11 09:00:00",587,3.54123,6.079151879,11.010549
1,"2019-02-11 09:00:00",496,4.531291,6.203462125,6.617438
1,"2019-02-11 10:00:00",214,2.339383,5.1979139439,14.348189
24,"2019-02-11 10:00:00",720,2.829377,5.5638585736,12.427538
24,"2019-02-11 11:00:00",474,2.594236,7.1045318861,13.290377
1,"2019-02-11 11:00:00",369,2.288331,7.3730295366,16.076479
24,"2019-02-11 12:00:00",938,3.194877,7.6495091098,14.657642
1,"2019-02-11 12:00:00",302,3.161373,8.5411928841,14.063092
1,"2019-02-11 13:00:00",352,2.657738,6.9422333267,14.877977
24,"2019-02-11 13:00:00",419,2.54591,8.722453043,14.597253
1,"2019-02-11 14:00:00",447,2.672598,8.1364948412,16.095291
24,"2019-02-11 14:00:00",302,3.236142,7.9353622417,17.226185
1,"2019-02-11 15:00:00",178,3.936557,7.126396882,15.158536
24,"2019-02-11 15:00:00",521,3.300143,7.6096324971,14.444008
24,"2019-02-11 16:00:00",259,3.174707,7.7150763668,15.583722
1,"2019-02-11 16:00:00",173,3.034008,9.7628619942,16.867362
1,"2019-02-11 17:00:00",203,2.907845,8.3182557635,14.979084
24,"2019-02-11 17:00:00",694,2.416452,6.3547767536,16.776864
24,"2019-02-11 18:00:00",231,2.69466,7.7847155714,14.552743
1,"2019-02-11 18:00:00",202,3.252727,6.8745165347,15.434626
24,"2019-02-11 19:00:00",386,1.859269,7.4604181269,14.404554
1,"2019-02-11 19:00:00",227,2.329808,7.4814177048,15.222277
1,"2019-02-11 20:00:00",292,3.64554,7.9315899829,14.828617
24,"2019-02-11 20:00:00",235,2.459765,8.5000174085,14.736319
1,"2019-02-11 21:00:00",57,3.671686,7.182060614,13.389967
24,"2019-02-11 21:00:00",316,3.526685,9.2615511899,15.598594
1,"2019-02-12 00:00:00",16,7.76988,7.76988,7.76988
24,"2019-02-12 00:00:00",21,10.989541,10.989541,10.989541
24,"2019-02-12 01:00:00",12,7.90957,7.9929025,8.90956
1,"2019-02-12 07:00:00",83,8.919091,8.933428759,8.970309
24,"2019-02-12 07:00:00",1111,6.121808,6.8388671836,7.151556
1,"2019-02-12 08:00:00",29,8.301293,8.301293,8.301293
24,"2019-02-12 08:00:00",2685,6.226368,8.1384669542,12.210986
24,"2019-02-12 09:00:00",1027,5.150832,9.5821859017,13.119516
1,"2019-02-12 09:00:00",197,4.511234,6.8204243147,9.947056
1,"2019-02-12 10:00:00",290,2.719632,6.9182927414,16.092226
24,"2019-02-12 10:00:00",1027,4.20928,7.8325034674,14.988535
24,"2019-02-12 11:00:00",393,3.779518,7.6891465165,16.399911
1,"2019-02-12 11:00:00",433,3.601032,8.6403986905,21.667439
24,"2019-02-12 12:00:00",1029,3.022095,6.992145172,16.208524
1,"2019-02-12 12:00:00",246,2.516628,8.4058288943,16.602502
1,"2019-02-12 13:00:00",236,3.782056,10.5728013644,16.92116
24,"2019-02-12 13:00:00",604,3.619739,8.936765404,17.880444
1,"2019-02-12 14:00:00",223,3.67449,6.5572338161,15.842406
24,"2019-02-12 14:00:00",1023,2.02511,8.5958931877,15.741345
24,"2019-02-12 15:00:00",246,2.589301,9.5395583862,17.136137
1,"2019-02-12 15:00:00",291,3.067645,8.6289800137,15.623079
24,"2019-02-12 16:00:00",272,2.975321,8.4587833272,16.228331
1,"2019-02-12 16:00:00",182,2.81025,8.7665847527,15.34985
24,"2019-02-12 17:00:00",446,2.779133,7.8791641457,17.599541
1,"2019-02-12 17:00:00",323,3.025183,7.6750757895,15.236886
24,"2019-02-12 18:00:00",285,1.713787,7.9107058421,15.848936
1,"2019-02-12 18:00:00",188,1.561244,8.3437290532,16.578382
1,"2019-02-12 19:00:00",209,2.856597,6.9647400478,15.789758
24,"2019-02-12 19:00:00",739,1.933177,7.556536295,15.943378
1,"2019-02-12 20:00:00",206,4.459697,8.8016010825,15.025556
24,"2019-02-12 20:00:00",307,2.92355,9.7401850358,14.570493
1,"2019-02-12 21:00:00",27,4.840584,7.265852037,8.610095
24,"2019-02-12 21:00:00",30,4.958834,8.9363515667,12.17699
1,"2019-02-13 00:00:00",31,6.118143,6.118143,6.118143
24,"2019-02-13 00:00:00",419,6.550834,6.5512080621,6.551893
1,"2019-02-13 01:00:00",27,4.446501,5.150261,5.446581
24,"2019-02-13 01:00:00",11,7.169324,7.4412044545,8.166219
24,"2019-02-13 07:00:00",36,3.056211,10.1220815556,10.537721
24,"2019-02-13 08:00:00",859,7.96585,7.96585,7.96585
1,"2019-02-13 09:00:00",242,4.767761,9.0149871074,11.919966
1,"2019-02-13 10:00:00",154,2.171349,7.8429069481,15.74471
24,"2019-02-13 10:00:00",459,3.696476,6.8357207996,12.674654
1,"2019-02-13 11:00:00",417,1.873974,9.3096099712,17.535513
24,"2019-02-13 11:00:00",209,2.466504,9.9958620526,16.0204
1,"2019-02-13 12:00:00",240,3.746033,10.6057993,17.437198
24,"2019-02-13 12:00:00",183,3.47327,10.251038847,17.030142
1,"2019-02-13 13:00:00",214,4.138572,9.7774578972,16.870021
24,"2019-02-13 13:00:00",295,2.970981,9.7572061254,19.218496
1,"2019-02-13 14:00:00",153,4.358165,10.5041494314,17.419121
24,"2019-02-13 14:00:00",489,3.319599,9.2729211411,17.999299
